Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),17.8,17.8,,,16.1,19.6,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),5.5,5.5,,,4.5,6.9,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),19.7,19.7,,,17.7,21.9,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),21.1,21.1,,,19.0,23.2,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.6,27.6,,,23.1,32.5,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.1,28.1,,,23.5,33.2,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),17.0,17.0,,,10.1,27.2,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),16.2,16.2,,,9.5,26.2,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.0,20.0,,,17.9,22.3,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),20.3,20.3,,,18.0,22.8,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),24.1,24.1,,,21.0,27.4,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.0,24.0,,,21.1,27.2,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),16.2,16.2,,,13.9,18.8,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),16.7,16.7,,,14.3,19.5,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.2,20.2,,,14.6,27.2,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.9,23.9,,,20.8,27.4,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.3,21.3,,,18.7,24.3,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),9.2,9.2,,,7.2,11.8,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),18.9,18.9,,,17.0,20.9,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),3.9,3.9,,,2.7,5.6,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.4,20.4,,,17.6,23.6,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),21.4,21.4,,,18.1,25.2,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.1,22.1,,,18.3,26.4,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.3,22.3,,,18.5,26.6,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),10.1,10.1,,,8.3,12.2,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),9.7,9.7,,,8.0,11.9,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),16.8,16.8,,,14.2,19.7,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),16.3,16.3,,,14.2,18.8,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),18.5,18.5,,,12.4,26.7,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),18.5,18.5,,,12.3,26.9,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),20.9,20.9,,,18.9,23.1,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.5,20.5,,,18.5,22.6,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.0,22.0,,,19.9,24.2,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.3,22.3,,,20.2,24.5,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),19.6,19.6,,,17.1,22.4,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),19.0,19.0,,,16.5,21.9,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.9,27.9,,,23.5,32.8,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.3,23.3,,,21.0,25.8,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.6,21.6,,,17.9,25.9,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.7,8.7,,,7.2,10.4,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),18.7,18.7,,,16.6,21.1,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),5.4,5.4,,,3.8,7.8,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.3,21.3,,,18.4,24.6,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.8,22.8,,,19.8,26.0,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),26.5,26.5,,,23.5,29.6,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),26.6,26.6,,,23.9,29.5,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,,,6.6,10.6,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),8.3,8.3,,,6.6,10.4,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),14.3,14.3,,,11.9,16.9,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),14.1,14.1,,,12.1,16.4,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),16.3,16.3,,,12.8,20.4,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),16.0,16.0,,,12.5,20.1,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),72.4,72.4,,,69.1,75.5,Overall,Overall,C2,T15,NH803,Crude,BOC01,OVR01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),72.7,72.7,,,69.5,75.7,Overall,Overall,C2,T15,NH803,AgeStdz,BOC01,OVR01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),70.4,70.4,,,66.6,73.8,Gender,Male,C2,T15,NH803,AgeStdz,BOC02,GEN01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),69.6,69.6,,,65.6,73.2,Gender,Male,C2,T15,NH803,Crude,BOC02,GEN01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),75.2,75.2,,,71.7,78.3,Gender,Female,C2,T15,NH803,Crude,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),75.0,75.0,,,71.6,78.2,Gender,Female,C2,T15,NH803,AgeStdz,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),65.0,65.0,,,56.9,72.3,Age,20-24,C2,T15,NH803,Crude,BOC03,AGE02,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),67.5,67.5,,,63.4,71.4,Age,25-44,C2,T15,NH803,Crude,BOC03,AGE04,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),73.1,73.1,,,68.5,77.2,Age,45-64,C2,T15,NH803,Crude,BOC03,AGE05,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),88.9,88.9,,,86.2,91.1,Age,65+,C2,T15,NH803,Crude,BOC03,AGE06,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),75.4,75.4,,,72.3,78.2,Age,35+,C2,T15,NH803,Crude,BOC03,AGE07,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),93.5,93.5,,,90.6,95.5,Age,75+,C2,T15,NH803,Crude,BOC03,AGE08,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),72.0,72.0,,,68.0,75.7,Race,Non-Hispanic White,C2,T15,NH803,Crude,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),71.7,71.7,,,67.5,75.5,Race,Non-Hispanic White,C2,T15,NH803,AgeStdz,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),71.3,71.3,,,67.0,75.2,Race,Non-Hispanic Black,C2,T15,NH803,AgeStdz,BOC04,RAC02,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),71.0,71.0,,,66.6,75.0,Race,Non-Hispanic Black,C2,T15,NH803,Crude,BOC04,RAC02,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH803,Crude,BOC04,RAC03,59,
1999-2000,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH803,AgeStdz,BOC04,RAC03,59,
